time,cpu_util
2025-12-30 15:55:00,194.2101
2025-12-30 16:00:00,199.0937
2025-12-30 16:05:00,188.5413
2025-12-30 16:10:00,189.9791
2025-12-30 16:15:00,182.2619
2025-12-30 16:20:00,179.7828
2025-12-30 16:25:00,173.6347
2025-12-30 16:30:00,172.8727
2025-12-30 16:35:00,168.8429
2025-12-30 16:40:00,171.4909
2025-12-30 16:45:00,176.5789
2025-12-30 16:50:00,181.8064
2025-12-30 16:55:00,182.0626
2025-12-30 17:00:00,181.6123
2025-12-30 17:05:00,186.337
2025-12-30 17:10:00,188.2027
2025-12-30 17:15:00,188.584
2025-12-30 17:20:00,190.1227
2025-12-30 17:25:00,189.8264
2025-12-30 17:30:00,191.7426
2025-12-30 17:35:00,190.0676
2025-12-30 17:40:00,190.2755
2025-12-30 17:45:00,188.8027
2025-12-30 17:50:00,188.2144
2025-12-30 17:55:00,186.273
2025-12-30 18:00:00,185.4711
2025-12-30 18:05:00,185.0804
2025-12-30 18:10:00,183.1699
2025-12-30 18:15:00,180.4285
2025-12-30 18:20:00,179.3475
2025-12-30 18:25:00,176.3266
2025-12-30 18:30:00,175.7272
2025-12-30 18:35:00,174.6411
2025-12-30 18:40:00,174.4042
2025-12-30 18:45:00,172.9633
2025-12-30 18:50:00,171.8184
2025-12-30 18:55:00,169.7798
2025-12-30 19:00:00,168.7849
2025-12-30 19:05:00,168.5081
2025-12-30 19:10:00,167.0285
2025-12-30 19:15:00,165.7973
2025-12-30 19:20:00,165.1945
2025-12-30 19:25:00,165.2664
2025-12-30 19:30:00,163.8292
2025-12-30 19:35:00,163.3126
2025-12-30 19:40:00,162.8188
2025-12-30 19:45:00,162.9483
2025-12-30 19:50:00,162.131
2025-12-30 19:55:00,162.2739
2025-12-30 20:00:00,161.4993
2025-12-30 20:05:00,163.9398
2025-12-30 20:10:00,164.9127
2025-12-30 20:15:00,165.615
2025-12-30 20:20:00,164.9616
2025-12-30 20:25:00,165.222
2025-12-30 20:30:00,165.8884
2025-12-30 20:35:00,166.5309
2025-12-30 20:40:00,166.9434
