time,cpu_util
2025-12-30 15:55:00,194.2101
2025-12-30 16:00:00,199.2107
2025-12-30 16:05:00,188.1086
2025-12-30 16:10:00,189.7686
2025-12-30 16:15:00,181.3461
2025-12-30 16:20:00,178.7386
2025-12-30 16:25:00,171.8575
2025-12-30 16:30:00,171.2328
2025-12-30 16:35:00,166.6268
2025-12-30 16:40:00,170.1552
2025-12-30 16:45:00,176.6833
2025-12-30 16:50:00,183.3537
2025-12-30 16:55:00,183.5236
2025-12-30 17:00:00,182.7759
2025-12-30 17:05:00,189.0849
2025-12-30 17:10:00,191.4161
2025-12-30 17:15:00,191.6668
2025-12-30 17:20:00,193.6177
2025-12-30 17:25:00,192.8878
2025-12-30 17:30:00,195.5069
2025-12-30 17:35:00,192.6503
2025-12-30 17:40:00,192.7719
2025-12-30 17:45:00,190.2502
2025-12-30 17:50:00,189.1939
2025-12-30 17:55:00,185.938
2025-12-30 18:00:00,184.6239
2025-12-30 18:05:00,184.0207
2025-12-30 18:10:00,180.7958
2025-12-30 18:15:00,176.1461
2025-12-30 18:20:00,174.5084
2025-12-30 18:25:00,169.3537
2025-12-30 18:30:00,168.7134
2025-12-30 18:35:00,167.1416
2025-12-30 18:40:00,167.1806
2025-12-30 18:45:00,164.8648
2025-12-30 18:50:00,163.1393
2025-12-30 18:55:00,159.6341
2025-12-30 19:00:00,158.2654
2025-12-30 19:05:00,158.358
2025-12-30 19:10:00,155.9151
2025-12-30 19:15:00,154.008
2025-12-30 19:20:00,153.4456
2025-12-30 19:25:00,154.3208
2025-12-30 19:30:00,151.8319
2025-12-30 19:35:00,151.4099
2025-12-30 19:40:00,151.0152
2025-12-30 19:45:00,152.0204
2025-12-30 19:50:00,150.785
2025-12-30 19:55:00,151.7962
2025-12-30 20:00:00,150.583
2025-12-30 20:05:00,157.0842
2025-12-30 20:10:00,159.8507
2025-12-30 20:15:00,161.8739
2025-12-30 20:20:00,160.4699
2025-12-30 20:25:00,161.3874
2025-12-30 20:30:00,163.3051
2025-12-30 20:35:00,165.1066
2025-12-30 20:40:00,166.261
2025-12-30 20:45:00,165.8825
2025-12-30 20:50:00,165.9901
2025-12-30 20:55:00,162.9526
2025-12-30 21:00:00,163.7137
2025-12-30 21:05:00,166.6202
2025-12-30 21:10:00,169.3549
2025-12-30 21:15:00,170.2513
2025-12-30 21:20:00,169.6481
2025-12-30 21:25:00,171.6132
2025-12-30 21:30:00,170.9336
2025-12-30 21:35:00,169.4431
2025-12-30 21:40:00,170.858
2025-12-30 21:45:00,169.375
